Date,Sun_Pos,Sun_Sign,Sun_Ret,Mon_Pos,Mon_Sign,Mon_Ret,Mar_Pos,Mar_Sign,Mar_Ret,Mer_Pos,Mer_Sign,Mer_Ret,Jup_Pos,Jup_Sign,Jup_Ret,Ven_Pos,Ven_Sign,Ven_Ret,Sat_Pos,Sat_Sign,Sat_Ret,Rah_Pos,Rah_Sign,Rah_Ret,Ket_Pos,Ket_Sign,Ket_Ret,Close,Close_T1
01-01-2019,16.08,9,2,18.15,7,2,5.49,12,2,29.44,8,2,17.39,8,2,29.22,7,2,17.15,9,2,2.45,4,1,2.45,10,1,10862.54981,10862.54981
02-01-2019,17.09,9,2,1.08,8,2,6.29,12,2,1.12,9,2,17.51,8,2,0.21,8,2,17.22,9,2,2.43,4,1,2.43,10,1,10792.5,10862.54981
03-01-2019,18.1,9,2,13.46,8,2,7.09,12,2,2.4,9,2,18.04,8,2,1.21,8,2,17.29,9,2,2.41,4,1,2.41,10,1,10672.25,10792.5
04-01-2019,19.12,9,2,26.12,8,2,7.5,12,2,4.09,9,2,18.16,8,2,2.21,8,2,17.37,9,2,2.38,4,1,2.38,10,1,10727.35,10672.25
07-01-2019,22.15,9,2,2.32,10,2,9.51,12,2,8.39,9,2,18.54,8,2,5.24,8,2,17.58,9,2,2.35,4,1,2.35,10,1,10771.8,10727.35
08-01-2019,23.16,9,2,14.23,10,2,10.32,12,2,10.1,9,2,19.06,8,2,6.25,8,2,18.05,9,2,2.36,4,1,2.36,10,1,10802.15,10771.8
09-01-2019,24.17,9,2,26.12,10,2,11.12,12,2,11.42,9,2,19.18,8,2,7.27,8,2,18.12,9,2,2.36,4,1,2.36,10,1,10855.15,10802.15
10-01-2019,25.19,9,2,7.59,11,2,11.53,12,2,13.13,9,2,19.3,8,2,8.3,8,2,18.19,9,2,2.37,4,1,2.37,10,1,10821.6,10855.15
11-01-2019,26.2,9,2,19.48,11,2,12.33,12,2,14.46,9,2,19.42,8,2,9.32,8,2,18.26,9,2,2.38,4,1,2.38,10,1,10794.95,10821.6
14-01-2019,29.23,9,2,26.09,12,2,14.35,12,2,19.25,9,2,20.18,8,2,12.43,8,2,18.47,9,2,2.39,4,1,2.39,10,1,10737.6,10794.95
15-01-2019,0.24,10,2,8.48,1,2,15.15,12,2,20.59,9,2,20.3,8,2,13.47,8,2,18.54,9,2,2.39,4,1,2.39,10,1,10886.8,10737.6
16-01-2019,1.25,10,2,21.5,1,2,15.56,12,2,22.34,9,2,20.42,8,2,14.51,8,2,19.01,9,2,2.39,4,1,2.39,10,1,10890.3,10886.8
17-01-2019,2.27,10,2,5.18,2,2,16.37,12,2,24.09,9,2,20.53,8,2,15.55,8,2,19.08,9,2,2.39,4,1,2.39,10,1,10905.2,10890.3
18-01-2019,3.28,10,2,19.14,2,2,17.17,12,2,25.44,9,2,21.05,8,2,17,8,2,19.15,9,2,2.39,4,1,2.39,10,1,10906.95,10905.2
21-01-2019,6.31,10,2,3.25,4,2,19.19,12,2,0.34,10,2,21.39,8,2,20.16,8,2,19.36,9,2,2.39,4,1,2.39,10,1,10961.85,10906.95
22-01-2019,7.32,10,2,18.36,4,2,20,12,2,2.11,10,2,21.5,8,2,21.22,8,2,19.43,9,2,2.39,4,1,2.39,10,1,10922.75,10961.85
23-01-2019,8.33,10,2,3.46,5,2,20.4,12,2,3.5,10,2,22.02,8,2,22.28,8,2,19.5,9,2,2.39,4,1,2.39,10,1,10831.5,10922.75
24-01-2019,9.34,10,2,18.45,5,2,21.21,12,2,5.29,10,2,22.13,8,2,23.34,8,2,19.56,9,2,2.38,4,1,2.38,10,1,10849.8,10831.5
25-01-2019,10.35,10,2,3.27,6,2,22.02,12,2,7.08,10,2,22.24,8,2,24.41,8,2,20.03,9,2,2.37,4,1,2.37,10,1,10780.55,10849.8
28-01-2019,13.38,10,2,15.05,7,2,24.04,12,2,12.1,10,2,22.56,8,2,28.02,8,2,20.23,9,2,2.36,4,1,2.36,10,1,10661.55,10780.55
29-01-2019,14.39,10,2,28.08,7,2,24.44,12,2,13.52,10,2,23.07,8,2,29.09,8,2,20.3,9,2,2.36,4,1,2.36,10,1,10652.2,10661.55
30-01-2019,15.4,10,2,10.51,8,2,25.25,12,2,15.35,10,2,23.18,8,2,0.17,9,2,20.37,9,2,2.37,4,1,2.37,10,1,10651.8,10652.2
31-01-2019,16.41,10,2,23.17,8,2,26.06,12,2,17.18,10,2,23.28,8,2,1.24,9,2,20.43,9,2,2.38,4,1,2.38,10,1,10830.95,10651.8
01-02-2019,17.42,10,2,5.29,9,2,26.46,12,2,19.02,10,2,23.39,8,2,2.32,9,2,20.5,9,2,2.39,4,1,2.39,10,1,10893.65,10830.95
04-02-2019,20.44,10,2,11.16,10,2,28.48,12,2,24.18,10,2,24.09,8,2,5.57,9,2,21.1,9,2,2.41,4,1,2.41,10,1,10912.25,10893.65
05-02-2019,21.45,10,2,23.05,10,2,29.29,12,2,26.04,10,2,24.19,8,2,7.05,9,2,21.16,9,2,2.4,4,1,2.4,10,1,10934.35,10912.25
06-02-2019,22.46,10,2,4.53,11,2,0.09,1,2,27.51,10,2,24.29,8,2,8.14,9,2,21.22,9,2,2.37,4,1,2.37,10,1,11062.45,10934.35
07-02-2019,23.47,10,2,16.43,11,2,0.5,1,2,29.39,10,2,24.39,8,2,9.23,9,2,21.29,9,2,2.34,4,1,2.34,10,1,11069.4,11062.45
08-02-2019,24.48,10,2,28.36,11,2,1.31,1,2,1.27,11,2,24.49,8,2,10.32,9,2,21.35,9,2,2.3,4,1,2.3,10,1,10943.6,11069.4
11-02-2019,27.5,10,2,5.07,1,2,3.32,1,2,6.52,11,2,25.17,8,2,13.59,9,2,21.54,9,2,2.2,4,1,2.2,10,1,10888.8,10943.6
12-02-2019,28.51,10,2,17.43,1,2,4.13,1,2,8.41,11,2,25.27,8,2,15.08,9,2,22,9,2,2.18,4,1,2.18,10,1,10831.4,10888.8
13-02-2019,29.51,10,2,0.39,2,2,4.54,1,2,10.29,11,2,25.36,8,2,16.18,9,2,22.06,9,2,2.17,4,1,2.17,10,1,10793.65,10831.4
14-02-2019,0.52,11,2,13.56,2,2,5.34,1,2,12.17,11,2,25.45,8,2,17.28,9,2,22.12,9,2,2.18,4,1,2.18,10,1,10746.05,10793.65
15-02-2019,1.53,11,2,27.39,2,2,6.15,1,2,14.04,11,2,25.54,8,2,18.37,9,2,22.18,9,2,2.19,4,1,2.19,10,1,10724.4,10746.05
18-02-2019,4.54,11,2,11.18,4,2,8.16,1,2,19.18,11,2,26.2,8,2,22.07,9,2,22.36,9,2,2.22,4,1,2.22,10,1,10640.95,10724.4
19-02-2019,5.55,11,2,26.28,4,2,8.57,1,2,20.59,11,2,26.28,8,2,23.17,9,2,22.42,9,2,2.2,4,1,2.2,10,1,10604.35,10640.95
20-02-2019,6.55,11,2,11.45,5,2,9.37,1,2,22.38,11,2,26.36,8,2,24.27,9,2,22.48,9,2,2.17,4,1,2.17,10,1,10735.45,10604.35
21-02-2019,7.56,11,2,26.56,5,2,10.18,1,2,24.13,11,2,26.44,8,2,25.38,9,2,22.53,9,2,2.12,4,1,2.12,10,1,10789.85,10735.45
22-02-2019,8.56,11,2,11.53,6,2,10.58,1,2,25.44,11,2,26.52,8,2,26.48,9,2,22.59,9,2,2.06,4,1,2.06,10,1,10791.65,10789.85
25-02-2019,11.57,11,2,24.11,7,2,12.59,1,2,29.49,11,2,27.16,8,2,0.2,10,2,23.16,9,2,1.52,4,1,1.52,10,1,10880.1,10791.65
26-02-2019,12.58,11,2,7.19,8,2,13.4,1,2,1,12,2,27.23,8,2,1.3,10,2,23.21,9,2,1.51,4,1,1.51,10,1,10835.3,10880.1
27-02-2019,13.58,11,2,20.03,8,2,14.2,1,2,2.03,12,2,27.31,8,2,2.41,10,2,23.26,9,2,1.51,4,1,1.51,10,1,10806.65,10835.3
28-02-2019,14.58,11,2,2.25,9,2,15.01,1,2,2.59,12,2,27.38,8,2,3.52,10,2,23.32,9,2,1.52,4,1,1.52,10,1,10792.5,10806.65
01-03-2019,15.59,11,2,14.32,9,2,15.41,1,2,3.46,12,2,27.45,8,2,5.03,10,2,23.37,9,2,1.54,4,1,1.54,10,1,10863.5,10792.5
05-03-2019,19.59,11,2,1.51,11,2,18.22,1,2,5.29,12,2,28.12,8,2,9.47,10,2,23.57,9,2,1.48,4,1,1.48,10,1,10987.45,10863.5
06-03-2019,21,11,2,13.41,11,2,19.02,1,2,5.31,12,1,28.18,8,2,10.59,10,2,24.02,9,2,1.42,4,1,1.42,10,1,11053,10987.45
07-03-2019,22,11,2,25.37,11,2,19.43,1,2,5.24,12,1,28.24,8,2,12.1,10,2,24.07,9,2,1.33,4,1,1.33,10,1,11058.2,11053
08-03-2019,23,11,2,7.4,12,2,20.23,1,2,5.09,12,1,28.3,8,2,13.21,10,2,24.12,9,2,1.23,4,1,1.23,10,1,11035.4,11058.2
11-03-2019,26,11,2,14.4,1,2,22.23,1,2,3.33,12,1,28.47,8,2,16.56,10,2,24.26,9,2,0.55,4,1,0.55,10,1,11168.05,11035.4
12-03-2019,27,11,2,27.23,1,2,23.04,1,2,2.48,12,1,28.53,8,2,18.07,10,2,24.3,9,2,0.48,4,1,0.48,10,1,11301.2,11168.05
13-03-2019,28,11,2,10.2,2,2,23.44,1,2,1.58,12,1,28.58,8,2,19.19,10,2,24.34,9,2,0.44,4,1,0.44,10,1,11341.7,11301.2
14-03-2019,29,11,2,23.34,2,2,24.24,1,2,1.04,12,1,29.03,8,2,20.3,10,2,24.39,9,2,0.43,4,1,0.43,10,1,11343.25,11341.7
15-03-2019,29.59,11,2,7.07,3,2,25.04,1,2,0.08,12,1,29.08,8,2,21.42,10,2,24.43,9,2,0.43,4,1,0.43,10,1,11426.85,11343.25
18-03-2019,2.59,12,2,19.56,4,2,27.04,1,2,27.17,11,1,29.21,8,2,25.17,10,2,24.55,9,2,0.42,4,1,0.42,10,1,11462.2,11426.85
19-03-2019,3.58,12,2,4.49,5,2,27.44,1,2,26.24,11,1,29.26,8,2,26.29,10,2,24.59,9,2,0.38,4,1,0.38,10,1,11532.4,11462.2
